field_name,source_surface,resource,grain,decomposition_basis,field_type,player_link,fixture_link,club_link,canonical_attachment,relationship_kind,identity_contract,source_identity_required,relationship_note
history_past[].expected_goals_conceded,fpl,element,unmapped_review,insufficient structural evidence,str,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,UNMAPPED_REVIEW,UNKNOWN,,FALSE,No deterministic relationship contract mapping; manual review required.
history_past[].goals_conceded,fpl,element,unmapped_review,insufficient structural evidence,int,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,UNMAPPED_REVIEW,UNKNOWN,,FALSE,No deterministic relationship contract mapping; manual review required.
history_past[].goals_scored,fpl,element,unmapped_review,insufficient structural evidence,int,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,UNMAPPED_REVIEW,UNKNOWN,,FALSE,No deterministic relationship contract mapping; manual review required.
history_past[].ict_index,fpl,element,unmapped_review,insufficient structural evidence,str,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,UNMAPPED_REVIEW,UNKNOWN,,FALSE,No deterministic relationship contract mapping; manual review required.
history_past[].influence,fpl,element,unmapped_review,insufficient structural evidence,str,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,UNMAPPED_REVIEW,UNKNOWN,,FALSE,No deterministic relationship contract mapping; manual review required.
history_past[].minutes,fpl,element,unmapped_review,insufficient structural evidence,int,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,UNMAPPED_REVIEW,UNKNOWN,,FALSE,No deterministic relationship contract mapping; manual review required.
history_past[].own_goals,fpl,element,unmapped_review,insufficient structural evidence,int,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,UNMAPPED_REVIEW,UNKNOWN,,FALSE,No deterministic relationship contract mapping; manual review required.
history_past[].penalties_missed,fpl,element,unmapped_review,insufficient structural evidence,int,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,UNMAPPED_REVIEW,UNKNOWN,,FALSE,No deterministic relationship contract mapping; manual review required.
history_past[].penalties_saved,fpl,element,unmapped_review,insufficient structural evidence,int,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,UNMAPPED_REVIEW,UNKNOWN,,FALSE,No deterministic relationship contract mapping; manual review required.
history_past[].recoveries,fpl,element,unmapped_review,insufficient structural evidence,int,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,UNMAPPED_REVIEW,UNKNOWN,,FALSE,No deterministic relationship contract mapping; manual review required.
history_past[].red_cards,fpl,element,unmapped_review,insufficient structural evidence,int,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,UNMAPPED_REVIEW,UNKNOWN,,FALSE,No deterministic relationship contract mapping; manual review required.
history_past[].saves,fpl,element,unmapped_review,insufficient structural evidence,int,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,UNMAPPED_REVIEW,UNKNOWN,,FALSE,No deterministic relationship contract mapping; manual review required.
history_past[].season_name,fpl,element,unmapped_review,insufficient structural evidence,str,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,UNMAPPED_REVIEW,UNKNOWN,,FALSE,No deterministic relationship contract mapping; manual review required.
history_past[].start_cost,fpl,element,unmapped_review,insufficient structural evidence,int,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,UNMAPPED_REVIEW,UNKNOWN,,FALSE,No deterministic relationship contract mapping; manual review required.
history_past[].starts,fpl,element,unmapped_review,insufficient structural evidence,int,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,UNMAPPED_REVIEW,UNKNOWN,,FALSE,No deterministic relationship contract mapping; manual review required.
history_past[].tackles,fpl,element,unmapped_review,insufficient structural evidence,int,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,UNMAPPED_REVIEW,UNKNOWN,,FALSE,No deterministic relationship contract mapping; manual review required.
history_past[].threat,fpl,element,unmapped_review,insufficient structural evidence,str,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,UNMAPPED_REVIEW,UNKNOWN,,FALSE,No deterministic relationship contract mapping; manual review required.
history_past[].total_points,fpl,element,unmapped_review,insufficient structural evidence,int,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,UNMAPPED_REVIEW,UNKNOWN,,FALSE,No deterministic relationship contract mapping; manual review required.
history_past[].yellow_cards,fpl,element,unmapped_review,insufficient structural evidence,int,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,UNMAPPED_REVIEW,UNKNOWN,,FALSE,No deterministic relationship contract mapping; manual review required.
elements,fpl,event,event,resource/context marker: event,object,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,event,OBSERVATION,canonical_fixture_to_source_match,TRUE,Events attach to a verified source match/canonical fixture and retain native event IDs.
elements[].explain,fpl,event,event,resource/context marker: event,object,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,event,OBSERVATION,canonical_fixture_to_source_match,TRUE,Events attach to a verified source match/canonical fixture and retain native event IDs.
elements[].explain[].fixture,fpl,event,event,resource/context marker: event,int,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,event,OBSERVATION,canonical_fixture_to_source_match,TRUE,Events attach to a verified source match/canonical fixture and retain native event IDs.
elements[].explain[].stats,fpl,event,event,resource/context marker: event,object,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,event,OBSERVATION,canonical_fixture_to_source_match,TRUE,Events attach to a verified source match/canonical fixture and retain native event IDs.
elements[].explain[].stats[].identifier,fpl,event,event,resource/context marker: event,str,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,event,OBSERVATION,canonical_fixture_to_source_match,TRUE,Events attach to a verified source match/canonical fixture and retain native event IDs.
elements[].explain[].stats[].points,fpl,event,event,resource/context marker: event,int,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,event,OBSERVATION,canonical_fixture_to_source_match,TRUE,Events attach to a verified source match/canonical fixture and retain native event IDs.
elements[].explain[].stats[].points_modification,fpl,event,event,resource/context marker: event,int,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,event,OBSERVATION,canonical_fixture_to_source_match,TRUE,Events attach to a verified source match/canonical fixture and retain native event IDs.
elements[].explain[].stats[].value,fpl,event,event,resource/context marker: event,int,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,event,OBSERVATION,canonical_fixture_to_source_match,TRUE,Events attach to a verified source match/canonical fixture and retain native event IDs.
elements[].id,fpl,event,event,resource/context marker: event,int,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,event,OBSERVATION,canonical_fixture_to_source_match,TRUE,Events attach to a verified source match/canonical fixture and retain native event IDs.
elements[].modified,fpl,event,event,resource/context marker: event,bool,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,event,OBSERVATION,canonical_fixture_to_source_match,TRUE,Events attach to a verified source match/canonical fixture and retain native event IDs.
elements[].stats,fpl,event,event,resource/context marker: event,object,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,event,OBSERVATION,canonical_fixture_to_source_match,TRUE,Events attach to a verified source match/canonical fixture and retain native event IDs.
elements[].stats.assists,fpl,event,event,resource/context marker: event,int,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,event,OBSERVATION,canonical_fixture_to_source_match,TRUE,Events attach to a verified source match/canonical fixture and retain native event IDs.
elements[].stats.bonus,fpl,event,event,resource/context marker: event,int,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,event,OBSERVATION,canonical_fixture_to_source_match,TRUE,Events attach to a verified source match/canonical fixture and retain native event IDs.
elements[].stats.bps,fpl,event,event,resource/context marker: event,int,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,event,OBSERVATION,canonical_fixture_to_source_match,TRUE,Events attach to a verified source match/canonical fixture and retain native event IDs.
elements[].stats.clean_sheets,fpl,event,event,resource/context marker: event,int,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,event,OBSERVATION,canonical_fixture_to_source_match,TRUE,Events attach to a verified source match/canonical fixture and retain native event IDs.
elements[].stats.clearances_blocks_interceptions,fpl,event,event,resource/context marker: event,int,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,event,OBSERVATION,canonical_fixture_to_source_match,TRUE,Events attach to a verified source match/canonical fixture and retain native event IDs.
elements[].stats.creativity,fpl,event,event,resource/context marker: event,str,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,event,OBSERVATION,canonical_fixture_to_source_match,TRUE,Events attach to a verified source match/canonical fixture and retain native event IDs.
elements[].stats.defensive_contribution,fpl,event,event,resource/context marker: event,int,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,event,OBSERVATION,canonical_fixture_to_source_match,TRUE,Events attach to a verified source match/canonical fixture and retain native event IDs.
elements[].stats.expected_assists,fpl,event,event,resource/context marker: event,str,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,event,OBSERVATION,canonical_fixture_to_source_match,TRUE,Events attach to a verified source match/canonical fixture and retain native event IDs.
elements[].stats.expected_goal_involvements,fpl,event,event,resource/context marker: event,str,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,event,OBSERVATION,canonical_fixture_to_source_match,TRUE,Events attach to a verified source match/canonical fixture and retain native event IDs.
elements[].stats.expected_goals,fpl,event,event,resource/context marker: event,str,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,event,OBSERVATION,canonical_fixture_to_source_match,TRUE,Events attach to a verified source match/canonical fixture and retain native event IDs.
elements[].stats.expected_goals_conceded,fpl,event,event,resource/context marker: event,str,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,event,OBSERVATION,canonical_fixture_to_source_match,TRUE,Events attach to a verified source match/canonical fixture and retain native event IDs.
elements[].stats.goals_conceded,fpl,event,event,resource/context marker: event,int,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,event,OBSERVATION,canonical_fixture_to_source_match,TRUE,Events attach to a verified source match/canonical fixture and retain native event IDs.
elements[].stats.goals_scored,fpl,event,event,resource/context marker: event,int,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,event,OBSERVATION,canonical_fixture_to_source_match,TRUE,Events attach to a verified source match/canonical fixture and retain native event IDs.
elements[].stats.ict_index,fpl,event,event,resource/context marker: event,str,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,event,OBSERVATION,canonical_fixture_to_source_match,TRUE,Events attach to a verified source match/canonical fixture and retain native event IDs.
elements[].stats.in_dreamteam,fpl,event,event,resource/context marker: event,bool,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,event,OBSERVATION,canonical_fixture_to_source_match,TRUE,Events attach to a verified source match/canonical fixture and retain native event IDs.
elements[].stats.influence,fpl,event,event,resource/context marker: event,str,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,event,OBSERVATION,canonical_fixture_to_source_match,TRUE,Events attach to a verified source match/canonical fixture and retain native event IDs.
elements[].stats.minutes,fpl,event,event,resource/context marker: event,int,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,event,OBSERVATION,canonical_fixture_to_source_match,TRUE,Events attach to a verified source match/canonical fixture and retain native event IDs.
elements[].stats.own_goals,fpl,event,event,resource/context marker: event,int,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,event,OBSERVATION,canonical_fixture_to_source_match,TRUE,Events attach to a verified source match/canonical fixture and retain native event IDs.
elements[].stats.penalties_missed,fpl,event,event,resource/context marker: event,int,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,event,OBSERVATION,canonical_fixture_to_source_match,TRUE,Events attach to a verified source match/canonical fixture and retain native event IDs.
elements[].stats.penalties_saved,fpl,event,event,resource/context marker: event,int,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,event,OBSERVATION,canonical_fixture_to_source_match,TRUE,Events attach to a verified source match/canonical fixture and retain native event IDs.
elements[].stats.played,fpl,event,event,resource/context marker: event,bool,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,event,OBSERVATION,canonical_fixture_to_source_match,TRUE,Events attach to a verified source match/canonical fixture and retain native event IDs.
elements[].stats.recoveries,fpl,event,event,resource/context marker: event,int,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,event,OBSERVATION,canonical_fixture_to_source_match,TRUE,Events attach to a verified source match/canonical fixture and retain native event IDs.
elements[].stats.red_cards,fpl,event,event,resource/context marker: event,int,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,event,OBSERVATION,canonical_fixture_to_source_match,TRUE,Events attach to a verified source match/canonical fixture and retain native event IDs.
elements[].stats.saves,fpl,event,event,resource/context marker: event,int,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,event,OBSERVATION,canonical_fixture_to_source_match,TRUE,Events attach to a verified source match/canonical fixture and retain native event IDs.
elements[].stats.starts,fpl,event,event,resource/context marker: event,int,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,event,OBSERVATION,canonical_fixture_to_source_match,TRUE,Events attach to a verified source match/canonical fixture and retain native event IDs.
elements[].stats.tackles,fpl,event,event,resource/context marker: event,int,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,event,OBSERVATION,canonical_fixture_to_source_match,TRUE,Events attach to a verified source match/canonical fixture and retain native event IDs.
elements[].stats.threat,fpl,event,event,resource/context marker: event,str,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,event,OBSERVATION,canonical_fixture_to_source_match,TRUE,Events attach to a verified source match/canonical fixture and retain native event IDs.
elements[].stats.total_points,fpl,event,event,resource/context marker: event,int,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,event,OBSERVATION,canonical_fixture_to_source_match,TRUE,Events attach to a verified source match/canonical fixture and retain native event IDs.
elements[].stats.yellow_cards,fpl,event,event,resource/context marker: event,int,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,event,OBSERVATION,canonical_fixture_to_source_match,TRUE,Events attach to a verified source match/canonical fixture and retain native event IDs.
captured_at,local_json,raw_upstream,unmapped_review,insufficient structural evidence,str,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,UNMAPPED_REVIEW,UNKNOWN,,FALSE,No deterministic relationship contract mapping; manual review required.
note,local_json,raw_upstream,unmapped_review,insufficient structural evidence,str,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,UNMAPPED_REVIEW,UNKNOWN,,FALSE,No deterministic relationship contract mapping; manual review required.
sources,local_json,raw_upstream,unmapped_review,insufficient structural evidence,object,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,UNMAPPED_REVIEW,UNKNOWN,,FALSE,No deterministic relationship contract mapping; manual review required.
sources.fpl,local_json,raw_upstream,unmapped_review,insufficient structural evidence,str,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,UNMAPPED_REVIEW,UNKNOWN,,FALSE,No deterministic relationship contract mapping; manual review required.
sources.pulselive,local_json,raw_upstream,unmapped_review,insufficient structural evidence,str,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,UNMAPPED_REVIEW,UNKNOWN,,FALSE,No deterministic relationship contract mapping; manual review required.
tool,local_json,raw_upstream,unmapped_review,insufficient structural evidence,str,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,UNMAPPED_REVIEW,UNKNOWN,,FALSE,No deterministic relationship contract mapping; manual review required.
resources,pulselive,match,fixture,resource/context marker: match,object,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,fixture,ENTITY,canonical_fixture_to_source_match,TRUE,Source match remains source-local until bridged to a canonical fixture.
resources.commentary,pulselive,match,fixture,resource/context marker: match,object,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,fixture,ENTITY,canonical_fixture_to_source_match,TRUE,Source match remains source-local until bridged to a canonical fixture.
resources.commentary.endpoint,pulselive,match,fixture,resource/context marker: match,str,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,fixture,ENTITY,canonical_fixture_to_source_match,TRUE,Source match remains source-local until bridged to a canonical fixture.
resources.commentary.headers,pulselive,match,fixture,resource/context marker: match,object,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,fixture,ENTITY,canonical_fixture_to_source_match,TRUE,Source match remains source-local until bridged to a canonical fixture.
resources.commentary.headers.alt-svc,pulselive,match,fixture,resource/context marker: match,str,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,fixture,ENTITY,canonical_fixture_to_source_match,TRUE,Source match remains source-local until bridged to a canonical fixture.
resources.commentary.headers.cache-control,pulselive,match,fixture,resource/context marker: match,str,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,fixture,ENTITY,canonical_fixture_to_source_match,TRUE,Source match remains source-local until bridged to a canonical fixture.
resources.commentary.headers.connection,pulselive,match,fixture,resource/context marker: match,str,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,fixture,ENTITY,canonical_fixture_to_source_match,TRUE,Source match remains source-local until bridged to a canonical fixture.
